id,account_id,account_type,account_status,account_balance,cust_lat,cust_lon,transaction_id,transaction_amount,transaction_date,transaction_type,transaction_channel,transaction_limit,terminal_id,terminal_network,ip,country,transaction_status
13,10110658844,Tabungan,Active,50000000,-98.8375,-6.93649,310178c0-ec95-4edb-9a81-912c805f0464,2500000,2022-12-05 8:02:05,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
14,10110658844,Tabungan,Active,50000000,-98.8375,-6.93649,4e81a600-3583-4002-bd30-f79758b4fefd,2500000,2022-12-06 22:10:25,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
15,10110658844,Tabungan,Active,50000000,-98.8375,-6.93649,bedfab3e-1638-4900-b54a-c09545bd30ec,2500000,2022-12-15 17:19:34,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
16,10110661110,Tabungan,Active,50000000,-98.8375,-6.93649,40e369e8-0b81-4b20-9607-ac5ce102e95d,2500000,2022-12-23 22:27:42,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
17,10110661276,Tabungan,Active,50000000,-98.8375,-6.93649,06c79ad6-ef3c-444b-ad88-81debe92ab1e,2500000,2022-12-15 13:26:44,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
18,10110661276,Tabungan,Active,50000000,-98.8375,-6.93649,27484943-0b9e-403f-8403-033e836bec59,2500000,2022-12-15 13:39:30,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
19,10110661276,Tabungan,Active,50000000,-98.8375,-6.93649,0d2d7b46-e353-4b61-9266-d40966342afe,2500000,2022-12-15 21:38:47,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
20,10110661276,Tabungan,Active,50000000,-98.8375,-6.93649,d0d4aaa7-1da0-4275-a99c-d8e99ed823d9,2500000,2022-12-16 7:34:52,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
21,10110661276,Tabungan,Active,10000000,-98.8375,-6.93649,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,2500000,2022-12-20 17:59:25,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
22,10110661276,Tabungan,Active,50000000,-98.8375,-6.93649,f81bc473-1ac9-4ef6-9668-b13bcc9de919,2500000,2022-12-26 7:22:47,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
23,10110662710,Tabungan,Active,2000000,-98.8375,-6.93649,bac1a35d-b062-4db7-9866-896c0a03e6e1,2500000,2022-12-07 15:53:00,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
24,10110662710,Tabungan,Active,500000,-98.8375,-6.93649,34ce2142-b6d4-48bb-890d-d3847cbc245e,2500000,2022-12-08 15:52:24,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
25,10110662710,Tabungan,Active,10000000,-98.8375,-6.93649,6f0ddadf-d44f-4b54-acb9-12c22c15bab8,2500000,2022-12-09 12:53:56,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
26,10110662710,Tabungan,Active,10000000,-98.8375,-6.93649,f6fc4e5c-98ee-46a4-8a30-75838584dd72,2500000,2022-12-09 13:00:34,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
27,10110662744,Tabungan,Active,10000000,-98.8375,-6.93649,f9ea05a1-ceba-4c8c-a35b-81bc2461d924,2500000,2022-12-29 17:27:07,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
28,10110663422,Tabungan,Active,10000000,-98.8375,-6.93649,67e711a9-75d0-478a-9a98-f27940349b67,2500000,2022-11-25 20:06:17,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
29,10110663422,Tabungan,Active,10000000,-98.8375,-6.93649,42c5b209-59cb-46f2-8843-0295924a7e52,2500000,2022-11-28 8:56:41,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
30,10110663422,Tabungan,Active,10000000,-98.8375,-6.93649,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,2500000,2022-11-28 9:32:55,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
31,10110663422,Tabungan,Active,10000000,-98.8375,-6.93649,bb1f22ef-052f-46c2-a17f-dbb7137967a7,2500000,2022-11-30 7:52:42,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
32,10110663716,Tabungan,Active,10000000,-98.8375,-6.93649,b52efd0e-20e9-4db0-bdaf-0917520ac926,2500000,2022-11-28 17:21:37,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
33,10110663716,Tabungan,Active,50000000,-98.8375,-6.93649,310178c0-ec95-4edb-9a81-912c805f0464,2500000,2022-11-28 19:05:49,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
34,10110663716,Tabungan,Active,50000000,-98.8375,-6.93649,4e81a600-3583-4002-bd30-f79758b4fefd,2500000,2022-11-29 7:37:09,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
35,10110663716,Tabungan,Active,50000000,-98.8375,-6.93649,bedfab3e-1638-4900-b54a-c09545bd30ec,2500000,2022-11-29 7:42:04,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
36,10110663716,Tabungan,Active,50000000,-98.8375,-6.93649,40e369e8-0b81-4b20-9607-ac5ce102e95d,2500000,2022-11-29 9:31:19,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
37,10110663716,Tabungan,Active,50000000,-98.8375,-6.93649,06c79ad6-ef3c-444b-ad88-81debe92ab1e,2500000,2022-11-29 10:59:22,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
38,10110663716,Tabungan,Active,50000000,-98.8375,-6.93649,27484943-0b9e-403f-8403-033e836bec59,2500000,2022-11-30 9:18:02,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
39,10110663716,Tabungan,Active,50000000,-98.8375,-6.93649,0d2d7b46-e353-4b61-9266-d40966342afe,2500000,2022-12-02 6:51:49,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
40,10110663716,Tabungan,Active,50000000,-98.8375,-6.93649,d0d4aaa7-1da0-4275-a99c-d8e99ed823d9,2500000,2022-12-02 21:01:24,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
41,10110663716,Tabungan,Active,40215384.62,-98.8375,-6.93649,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,2500000,2022-12-05 12:33:23,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
42,10110663716,Tabungan,Active,40853939.96,-98.8375,-6.93649,f81bc473-1ac9-4ef6-9668-b13bcc9de920,2500000,2022-12-05 15:18:06,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
43,10110663716,Tabungan,Active,41492495.31,-98.8375,-6.93649,bac1a35d-b062-4db7-9866-896c0a03e6e2,2500000,2022-12-05 16:06:38,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
44,10110663716,Tabungan,Active,42131050.66,-98.8375,-6.93649,34ce2142-b6d4-48bb-890d-d3847cbc245e,2500000,2022-12-05 17:07:01,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
45,10110663716,Tabungan,Active,42769606,-98.8375,-6.93649,6f0ddadf-d44f-4b54-acb9-12c22c15bab9,2500000,2022-12-05 17:38:41,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
46,10110663716,Tabungan,Active,43408161.35,-98.8375,-6.93649,f6fc4e5c-98ee-46a4-8a30-75838584dd73,2500000,2022-12-07 7:43:39,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
47,10110663716,Tabungan,Active,44046716.7,-98.8375,-6.93649,f9ea05a1-ceba-4c8c-a35b-81bc2461d925,2500000,2022-12-07 9:31:04,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
48,10110663716,Tabungan,Active,44685272.05,-98.8375,-6.93649,67e711a9-75d0-478a-9a98-f27940349b68,2500000,2022-12-08 17:33:03,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
49,10110663716,Tabungan,Active,45323827.39,-98.8375,-6.93649,42c5b209-59cb-46f2-8843-0295924a7e53,2500000,2022-12-09 11:22:11,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
50,10110663716,Tabungan,Active,45962382.74,-98.8375,-6.93649,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,2500000,2022-12-12 8:22:39,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
51,10110663716,Tabungan,Active,46600938.09,-98.8375,-6.93649,bb1f22ef-052f-46c2-a17f-dbb7137967a8,2500000,2022-12-12 9:56:16,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
52,10110663716,Tabungan,Active,47239493.43,-98.8375,-6.93649,b52efd0e-20e9-4db0-bdaf-0917520ac927,2500000,2022-12-13 8:33:08,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
53,10110663716,Tabungan,Active,47878048.78,-98.8375,-6.93649,310178c0-ec95-4edb-9a81-912c805f0465,2500000,2022-12-13 12:12:14,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
54,10110663716,Tabungan,Active,48516604.13,-98.8375,-6.93649,4e81a600-3583-4002-bd30-f79758b4fefd,2500000,2022-12-13 17:53:04,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
55,10110663716,Tabungan,Active,49155159.47,-98.8375,-6.93649,bedfab3e-1638-4900-b54a-c09545bd30ec,2500000,2022-12-15 20:05:30,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
56,10110663716,Tabungan,Active,49793714.82,-98.8375,-6.93649,40e369e8-0b81-4b20-9607-ac5ce102e95d,2500000,2022-12-16 12:22:02,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
57,10110663716,Tabungan,Active,50432270.17,-98.8375,-6.93649,06c79ad6-ef3c-444b-ad88-81debe92ab1e,2500000,2022-12-19 10:37:22,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
58,10110663716,Tabungan,Active,51070825.52,-98.8375,-6.93649,27484943-0b9e-403f-8403-033e836bec60,2500000,2022-12-19 12:11:19,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
59,10110663716,Tabungan,Active,51709380.86,-98.8375,-6.93649,0d2d7b46-e353-4b61-9266-d40966342afe,2500000,2022-12-21 11:39:01,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
60,10110663716,Tabungan,Active,52347936.21,-98.8375,-6.93649,d0d4aaa7-1da0-4275-a99c-d8e99ed823d10,2500000,2022-12-22 13:07:15,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
61,10110663716,Tabungan,Active,52986491.56,-98.8375,-6.93649,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,2500000,2022-12-26 7:52:44,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
62,10110663716,Tabungan,Active,53625046.9,-98.8375,-6.93649,f81bc473-1ac9-4ef6-9668-b13bcc9de920,2500000,2022-12-26 9:24:48,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
63,10110663724,Tabungan,Active,54263602.25,-98.8375,-6.93649,bac1a35d-b062-4db7-9866-896c0a03e6e2,2500000,2022-10-28 20:31:56,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
64,10110664178,Tabungan,Active,54902157.6,-98.8375,-6.93649,34ce2142-b6d4-48bb-890d-d3847cbc245e,2500000,2022-11-22 9:47:59,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
65,10110666545,Tabungan,Active,55540712.95,-98.8375,-6.93649,6f0ddadf-d44f-4b54-acb9-12c22c15bab9,2500000,2022-07-22 19:51:13,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
66,10110666545,Tabungan,Active,56179268.29,-98.8375,-6.93649,f6fc4e5c-98ee-46a4-8a30-75838584dd73,2500000,2022-07-22 23:13:43,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
67,10110666545,Tabungan,Active,56817823.64,-98.8375,-6.93649,f9ea05a1-ceba-4c8c-a35b-81bc2461d925,2500000,2022-07-22 23:17:27,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
68,10110666545,Tabungan,Active,57456378.99,-98.8375,-6.93649,67e711a9-75d0-478a-9a98-f27940349b68,2500000,2022-07-25 0:19:10,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
69,10110666545,Tabungan,Active,58094934.33,-98.8375,-6.93649,42c5b209-59cb-46f2-8843-0295924a7e53,2500000,2022-08-01 8:36:09,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
70,10110666910,Tabungan,Active,58733489.68,-98.8375,-6.93649,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,2500000,2022-11-28 17:07:11,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
71,10110666910,Tabungan,Active,59372045.03,-98.8375,-6.93649,bb1f22ef-052f-46c2-a17f-dbb7137967a8,2500000,2022-11-28 22:01:55,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
72,10110667134,Tabungan,Active,60010600.38,-98.8375,-6.93649,b52efd0e-20e9-4db0-bdaf-0917520ac927,2500000,2022-11-18 17:47:11,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
73,10110667134,Tabungan,Active,60649155.72,-98.8375,-6.93649,310178c0-ec95-4edb-9a81-912c805f0465,2500000,2022-11-21 12:57:43,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
74,10110667134,Tabungan,Active,61287711.07,-98.8375,-6.93649,4e81a600-3583-4002-bd30-f79758b4fefd,2500000,2022-11-21 12:59:40,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
75,10110667134,Tabungan,Active,61926266.42,-98.8375,-6.93649,bedfab3e-1638-4900-b54a-c09545bd30ec,2500000,2022-11-22 15:31:02,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
76,10110668211,Tabungan,Active,62564821.76,-98.8375,-6.93649,40e369e8-0b81-4b20-9607-ac5ce102e95d,2500000,2022-12-12 14:21:32,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
77,10110669030,Tabungan,Active,63203377.11,-98.8375,-6.93649,06c79ad6-ef3c-444b-ad88-81debe92ab1e,2500000,2022-07-01 2:04:48,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
78,10110669030,Tabungan,Active,63841932.46,-98.8375,-6.93649,27484943-0b9e-403f-8403-033e836bec60,2500000,2022-07-01 3:41:00,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
79,10110669030,Tabungan,Active,64480487.8,-98.8375,-6.93649,0d2d7b46-e353-4b61-9266-d40966342afe,2500000,2022-07-04 12:38:08,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
80,10110669030,Tabungan,Active,65119043.15,-98.8375,-6.93649,d0d4aaa7-1da0-4275-a99c-d8e99ed823d10,2500000,2022-07-04 14:23:48,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
81,10110669030,Tabungan,Active,65757598.5,-98.8375,-6.93649,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,2500000,2022-07-05 17:54:22,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
82,10110669030,Tabungan,Active,66396153.85,-98.8375,-6.93649,f81bc473-1ac9-4ef6-9668-b13bcc9de921,2500000,2022-07-11 17:07:46,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
83,10110669030,Tabungan,Active,67034709.19,-98.8375,-6.93649,bac1a35d-b062-4db7-9866-896c0a03e6e3,2500000,2022-07-12 12:57:10,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
84,10110669030,Tabungan,Active,67673264.54,-98.8375,-6.93649,34ce2142-b6d4-48bb-890d-d3847cbc245e,2500000,2022-07-13 20:32:37,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
85,10110669030,Tabungan,Active,68311819.89,-98.8375,-6.93649,6f0ddadf-d44f-4b54-acb9-12c22c15bab10,2500000,2022-07-25 10:48:10,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
86,10110669030,Tabungan,Active,68950375.23,-98.8375,-6.93649,f6fc4e5c-98ee-46a4-8a30-75838584dd74,2500000,2022-08-01 16:11:27,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
87,10110669030,Tabungan,Active,69588930.58,-98.8375,-6.93649,f9ea05a1-ceba-4c8c-a35b-81bc2461d926,2500000,2022-08-01 21:11:27,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
88,10110669030,Tabungan,Active,70227485.93,-98.8375,-6.93649,67e711a9-75d0-478a-9a98-f27940349b69,2500000,2022-08-04 2:14:11,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
89,10110669030,Tabungan,Active,70866041.28,-98.8375,-6.93649,42c5b209-59cb-46f2-8843-0295924a7e54,2500000,2022-08-04 2:14:41,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
90,10110669030,Tabungan,Active,71504596.62,-98.8375,-6.93649,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,2500000,2022-08-05 10:34:55,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
91,10110669030,Tabungan,Active,72143151.97,-98.8375,-6.93649,bb1f22ef-052f-46c2-a17f-dbb7137967a9,2500000,2022-08-10 9:03:42,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
92,10110669030,Tabungan,Active,72781707.32,-98.8375,-6.93649,b52efd0e-20e9-4db0-bdaf-0917520ac928,2500000,2022-08-10 19:22:56,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
93,10110669030,Tabungan,Active,73420262.66,-98.8375,-6.93649,310178c0-ec95-4edb-9a81-912c805f0466,2500000,2022-08-15 18:55:12,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
94,10110669030,Tabungan,Active,74058818.01,-98.8375,-6.93649,4e81a600-3583-4002-bd30-f79758b4fefd,2500000,2022-08-22 23:08:15,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
95,10110669030,Tabungan,Active,74697373.36,-98.8375,-6.93649,bedfab3e-1638-4900-b54a-c09545bd30ec,2500000,2022-08-29 6:55:30,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
96,10110669030,Tabungan,Active,75335928.71,-98.8375,-6.93649,40e369e8-0b81-4b20-9607-ac5ce102e95d,2500000,2022-08-29 14:46:29,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
97,10110669030,Tabungan,Active,75974484.05,-98.8375,-6.93649,06c79ad6-ef3c-444b-ad88-81debe92ab1e,2500000,2022-09-01 14:10:27,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
98,10110669030,Tabungan,Active,76613039.4,-98.8375,-6.93649,27484943-0b9e-403f-8403-033e836bec61,2500000,2022-09-01 2:13:46,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
99,10110669030,Tabungan,Active,77251594.75,-98.8375,-6.93649,0d2d7b46-e353-4b61-9266-d40966342afe,2500000,2022-09-01 2:14:25,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
100,10110669030,Tabungan,Active,77890150.09,-98.8375,-6.93649,d0d4aaa7-1da0-4275-a99c-d8e99ed823d11,2500000,2022-09-01 14:15:13,11001,Mobile Banking,100000000,5,517,6.88736,Indonesia,51
