id,account_id,phone_number,device_id,device_os,nik,activity_id,activity_lat,activity_lon,activity_date,activity_type,activity_type_name,activity_channel,ip,country,activity_status,accopen1m,accopen10m,accopen1h,accopen1d
67,10110666545,205,f9ea05a1-ceba-4c8c-a35b-81bc2461d925,android,25443322,f9ea05a1-ceba-4c8c-a35b-81bc2461d925,-98.8375,-6.93649,2022-07-22T23:17:27.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,2,2,3
94,10110669030,170,4e81a600-3583-4002-bd30-f79758b4fefd,android,25443322,4e81a600-3583-4002-bd30-f79758b4fefd,-98.8375,-6.93649,2022-08-22T23:08:15.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
42,10110663716,165,f81bc473-1ac9-4ef6-9668-b13bcc9de920,android,25443322,f81bc473-1ac9-4ef6-9668-b13bcc9de920,-98.8375,-6.93649,2022-12-05T15:18:06.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
8,10110658755,136,67e711a9-75d0-478a-9a98-f27940349b67,android,25443322,67e711a9-75d0-478a-9a98-f27940349b67,-98.8375,-6.93649,2022-12-30T20:33:50.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,2,8,8,8
96,10110669030,140,40e369e8-0b81-4b20-9607-ac5ce102e95d,android,25443322,40e369e8-0b81-4b20-9607-ac5ce102e95d,-98.8375,-6.93649,2022-08-29T14:46:29.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
24,10110662710,181,34ce2142-b6d4-48bb-890d-d3847cbc245e,android,25443322,34ce2142-b6d4-48bb-890d-d3847cbc245e,-98.8375,-6.93649,2022-12-08T15:52:24.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
70,10110666910,145,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,android,25443322,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,-98.8375,-6.93649,2022-11-28T17:07:11.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
79,10110669030,211,0d2d7b46-e353-4b61-9266-d40966342afe,android,25443322,0d2d7b46-e353-4b61-9266-d40966342afe,-98.8375,-6.93649,2022-07-04T00:38:08.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
92,10110669030,209,b52efd0e-20e9-4db0-bdaf-0917520ac928,android,25443322,b52efd0e-20e9-4db0-bdaf-0917520ac928,-98.8375,-6.93649,2022-08-10T19:22:56.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
72,10110667134,214,b52efd0e-20e9-4db0-bdaf-0917520ac927,android,25443322,b52efd0e-20e9-4db0-bdaf-0917520ac927,-98.8375,-6.93649,2022-11-18T17:47:11.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
66,10110666545,142,f6fc4e5c-98ee-46a4-8a30-75838584dd73,android,25443322,f6fc4e5c-98ee-46a4-8a30-75838584dd73,-98.8375,-6.93649,2022-07-22T23:13:43.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
93,10110669030,132,310178c0-ec95-4edb-9a81-912c805f0466,android,25443322,310178c0-ec95-4edb-9a81-912c805f0466,-98.8375,-6.93649,2022-08-15T18:55:12.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
98,10110669030,218,27484943-0b9e-403f-8403-033e836bec61,android,25443322,27484943-0b9e-403f-8403-033e836bec61,-98.8375,-6.93649,2022-09-01T02:13:46.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
49,10110663716,219,42c5b209-59cb-46f2-8843-0295924a7e53,android,25443322,42c5b209-59cb-46f2-8843-0295924a7e53,-98.8375,-6.93649,2022-12-09T11:22:11.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
64,10110664178,160,34ce2142-b6d4-48bb-890d-d3847cbc245e,android,25443322,34ce2142-b6d4-48bb-890d-d3847cbc245e,-98.8375,-6.93649,2022-11-22T09:47:59.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
62,10110663716,127,f81bc473-1ac9-4ef6-9668-b13bcc9de920,android,25443322,f81bc473-1ac9-4ef6-9668-b13bcc9de920,-98.8375,-6.93649,2022-12-26T09:24:48.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
14,10110658844,202,4e81a600-3583-4002-bd30-f79758b4fefd,android,25443322,4e81a600-3583-4002-bd30-f79758b4fefd,-98.8375,-6.93649,2022-12-06T22:10:25.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
26,10110662710,139,f6fc4e5c-98ee-46a4-8a30-75838584dd72,android,25443322,f6fc4e5c-98ee-46a4-8a30-75838584dd72,-98.8375,-6.93649,2022-12-09T13:00:34.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,3
25,10110662710,189,6f0ddadf-d44f-4b54-acb9-12c22c15bab8,android,25443322,6f0ddadf-d44f-4b54-acb9-12c22c15bab8,-98.8375,-6.93649,2022-12-09T00:53:56.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
2,10110658755,222,f81bc473-1ac9-4ef6-9668-b13bcc9de919,android,25443322,f81bc473-1ac9-4ef6-9668-b13bcc9de919,-98.8375,-6.93649,2022-12-30T20:27:13.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,2,2,2,2
37,10110663716,182,06c79ad6-ef3c-444b-ad88-81debe92ab1e,android,25443322,06c79ad6-ef3c-444b-ad88-81debe92ab1e,-98.8375,-6.93649,2022-11-29T10:59:22.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,6
89,10110669030,210,42c5b209-59cb-46f2-8843-0295924a7e54,android,25443322,42c5b209-59cb-46f2-8843-0295924a7e54,-98.8375,-6.93649,2022-08-04T02:14:41.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,2,2,2,2
45,10110663716,179,6f0ddadf-d44f-4b54-acb9-12c22c15bab9,android,25443322,6f0ddadf-d44f-4b54-acb9-12c22c15bab9,-98.8375,-6.93649,2022-12-05T17:38:41.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,2,5
57,10110663716,185,06c79ad6-ef3c-444b-ad88-81debe92ab1e,android,25443322,06c79ad6-ef3c-444b-ad88-81debe92ab1e,-98.8375,-6.93649,2022-12-19T10:37:22.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
46,10110663716,178,f6fc4e5c-98ee-46a4-8a30-75838584dd73,android,25443322,f6fc4e5c-98ee-46a4-8a30-75838584dd73,-98.8375,-6.93649,2022-12-07T07:43:39.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
58,10110663716,168,27484943-0b9e-403f-8403-033e836bec60,android,25443322,27484943-0b9e-403f-8403-033e836bec60,-98.8375,-6.93649,2022-12-19T00:11:19.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
77,10110669030,137,06c79ad6-ef3c-444b-ad88-81debe92ab1e,android,25443322,06c79ad6-ef3c-444b-ad88-81debe92ab1e,-98.8375,-6.93649,2022-07-01T02:04:48.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
78,10110669030,172,27484943-0b9e-403f-8403-033e836bec60,android,25443322,27484943-0b9e-403f-8403-033e836bec60,-98.8375,-6.93649,2022-07-01T03:41:00.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
53,10110663716,216,310178c0-ec95-4edb-9a81-912c805f0465,android,25443322,310178c0-ec95-4edb-9a81-912c805f0465,-98.8375,-6.93649,2022-12-13T00:12:14.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,3
68,10110666545,162,67e711a9-75d0-478a-9a98-f27940349b68,android,25443322,67e711a9-75d0-478a-9a98-f27940349b68,-98.8375,-6.93649,2022-07-25T00:19:10.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
86,10110669030,196,f6fc4e5c-98ee-46a4-8a30-75838584dd74,android,25443322,f6fc4e5c-98ee-46a4-8a30-75838584dd74,-98.8375,-6.93649,2022-08-01T16:11:27.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
16,10110661110,207,40e369e8-0b81-4b20-9607-ac5ce102e95d,android,25443322,40e369e8-0b81-4b20-9607-ac5ce102e95d,-98.8375,-6.93649,2022-12-23T22:27:42.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
5,10110658755,193,6f0ddadf-d44f-4b54-acb9-12c22c15bab8,android,25443322,6f0ddadf-d44f-4b54-acb9-12c22c15bab8,-98.8375,-6.93649,2022-12-30T20:30:52.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,5,5,5
76,10110668211,197,40e369e8-0b81-4b20-9607-ac5ce102e95d,android,25443322,40e369e8-0b81-4b20-9607-ac5ce102e95d,-98.8375,-6.93649,2022-12-12T14:21:32.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
3,10110658755,173,bac1a35d-b062-4db7-9866-896c0a03e6e1,android,25443322,bac1a35d-b062-4db7-9866-896c0a03e6e1,-98.8375,-6.93649,2022-12-30T20:28:58.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,3,3,3
33,10110663716,143,310178c0-ec95-4edb-9a81-912c805f0464,android,25443322,310178c0-ec95-4edb-9a81-912c805f0464,-98.8375,-6.93649,2022-11-28T19:05:49.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
60,10110663716,152,d0d4aaa7-1da0-4275-a99c-d8e99ed823d10,android,25443322,d0d4aaa7-1da0-4275-a99c-d8e99ed823d10,-98.8375,-6.93649,2022-12-22T13:07:15.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
47,10110663716,217,f9ea05a1-ceba-4c8c-a35b-81bc2461d925,android,25443322,f9ea05a1-ceba-4c8c-a35b-81bc2461d925,-98.8375,-6.93649,2022-12-07T09:31:04.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
99,10110669030,184,0d2d7b46-e353-4b61-9266-d40966342afe,android,25443322,0d2d7b46-e353-4b61-9266-d40966342afe,-98.8375,-6.93649,2022-09-01T02:14:25.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,2,2,2,2
40,10110663716,220,d0d4aaa7-1da0-4275-a99c-d8e99ed823d9,android,25443322,d0d4aaa7-1da0-4275-a99c-d8e99ed823d9,-98.8375,-6.93649,2022-12-02T21:01:24.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
21,10110661276,164,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,android,25443322,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,-98.8375,-6.93649,2022-12-20T17:59:25.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
38,10110663716,149,27484943-0b9e-403f-8403-033e836bec59,android,25443322,27484943-0b9e-403f-8403-033e836bec59,-98.8375,-6.93649,2022-11-30T09:18:02.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,3
91,10110669030,163,bb1f22ef-052f-46c2-a17f-dbb7137967a9,android,25443322,bb1f22ef-052f-46c2-a17f-dbb7137967a9,-98.8375,-6.93649,2022-08-10T09:03:42.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
7,10110658755,176,f9ea05a1-ceba-4c8c-a35b-81bc2461d924,android,25443322,f9ea05a1-ceba-4c8c-a35b-81bc2461d924,-98.8375,-6.93649,2022-12-30T20:33:03.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,2,7,7,7
55,10110663716,187,bedfab3e-1638-4900-b54a-c09545bd30ec,android,25443322,bedfab3e-1638-4900-b54a-c09545bd30ec,-98.8375,-6.93649,2022-12-15T20:05:30.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
29,10110663422,192,42c5b209-59cb-46f2-8843-0295924a7e52,android,25443322,42c5b209-59cb-46f2-8843-0295924a7e52,-98.8375,-6.93649,2022-11-28T08:56:41.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
15,10110658844,146,bedfab3e-1638-4900-b54a-c09545bd30ec,android,25443322,bedfab3e-1638-4900-b54a-c09545bd30ec,-98.8375,-6.93649,2022-12-15T17:19:34.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
19,10110661276,151,0d2d7b46-e353-4b61-9266-d40966342afe,android,25443322,0d2d7b46-e353-4b61-9266-d40966342afe,-98.8375,-6.93649,2022-12-15T21:38:47.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,3
48,10110663716,124,67e711a9-75d0-478a-9a98-f27940349b68,android,25443322,67e711a9-75d0-478a-9a98-f27940349b68,-98.8375,-6.93649,2022-12-08T17:33:03.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
56,10110663716,215,40e369e8-0b81-4b20-9607-ac5ce102e95d,android,25443322,40e369e8-0b81-4b20-9607-ac5ce102e95d,-98.8375,-6.93649,2022-12-16T00:22:02.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
13,10110658844,195,310178c0-ec95-4edb-9a81-912c805f0464,android,25443322,310178c0-ec95-4edb-9a81-912c805f0464,-98.8375,-6.93649,2022-12-05T08:02:05.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
95,10110669030,123,bedfab3e-1638-4900-b54a-c09545bd30ec,android,25443322,bedfab3e-1638-4900-b54a-c09545bd30ec,-98.8375,-6.93649,2022-08-29T06:55:30.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
1,10110658755,212,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,android,25443322,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,-98.8375,-6.93649,2022-12-30T20:26:16.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
6,10110658755,166,f6fc4e5c-98ee-46a4-8a30-75838584dd72,android,25443322,f6fc4e5c-98ee-46a4-8a30-75838584dd72,-98.8375,-6.93649,2022-12-30T20:32:25.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,6,6,6
84,10110669030,183,34ce2142-b6d4-48bb-890d-d3847cbc245e,android,25443322,34ce2142-b6d4-48bb-890d-d3847cbc245e,-98.8375,-6.93649,2022-07-13T20:32:37.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
31,10110663422,155,bb1f22ef-052f-46c2-a17f-dbb7137967a7,android,25443322,bb1f22ef-052f-46c2-a17f-dbb7137967a7,-98.8375,-6.93649,2022-11-30T07:52:42.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
22,10110661276,200,f81bc473-1ac9-4ef6-9668-b13bcc9de919,android,25443322,f81bc473-1ac9-4ef6-9668-b13bcc9de919,-98.8375,-6.93649,2022-12-26T07:22:47.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
85,10110669030,169,6f0ddadf-d44f-4b54-acb9-12c22c15bab10,android,25443322,6f0ddadf-d44f-4b54-acb9-12c22c15bab10,-98.8375,-6.93649,2022-07-25T10:48:10.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
61,10110663716,150,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,android,25443322,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,-98.8375,-6.93649,2022-12-26T07:52:44.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
90,10110669030,161,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,android,25443322,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,-98.8375,-6.93649,2022-08-05T10:34:55.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
12,10110658844,188,b52efd0e-20e9-4db0-bdaf-0917520ac926,android,25443322,b52efd0e-20e9-4db0-bdaf-0917520ac926,-98.8375,-6.93649,2022-12-01T05:16:00.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
97,10110669030,191,06c79ad6-ef3c-444b-ad88-81debe92ab1e,android,25443322,06c79ad6-ef3c-444b-ad88-81debe92ab1e,-98.8375,-6.93649,2022-09-01T14:10:27.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,3
20,10110661276,138,d0d4aaa7-1da0-4275-a99c-d8e99ed823d9,android,25443322,d0d4aaa7-1da0-4275-a99c-d8e99ed823d9,-98.8375,-6.93649,2022-12-16T07:34:52.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,4
87,10110669030,201,f9ea05a1-ceba-4c8c-a35b-81bc2461d926,android,25443322,f9ea05a1-ceba-4c8c-a35b-81bc2461d926,-98.8375,-6.93649,2022-08-01T21:11:27.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
39,10110663716,180,0d2d7b46-e353-4b61-9266-d40966342afe,android,25443322,0d2d7b46-e353-4b61-9266-d40966342afe,-98.8375,-6.93649,2022-12-02T06:51:49.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
9,10110658844,135,42c5b209-59cb-46f2-8843-0295924a7e52,android,25443322,42c5b209-59cb-46f2-8843-0295924a7e52,-98.8375,-6.93649,2022-11-30T03:34:49.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
10,10110658844,206,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,android,25443322,46d729cf-5ab0-4b17-9eb6-101c18ddaf5f,-98.8375,-6.93649,2022-11-30T04:51:11.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
28,10110663422,156,67e711a9-75d0-478a-9a98-f27940349b67,android,25443322,67e711a9-75d0-478a-9a98-f27940349b67,-98.8375,-6.93649,2022-11-25T20:06:17.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
80,10110669030,128,d0d4aaa7-1da0-4275-a99c-d8e99ed823d10,android,25443322,d0d4aaa7-1da0-4275-a99c-d8e99ed823d10,-98.8375,-6.93649,2022-07-04T14:23:48.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,2
27,10110662744,153,f9ea05a1-ceba-4c8c-a35b-81bc2461d924,android,25443322,f9ea05a1-ceba-4c8c-a35b-81bc2461d924,-98.8375,-6.93649,2022-12-29T17:27:07.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
41,10110663716,147,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,android,25443322,d2bcaf3c-3c99-4ce2-b60a-6a08854fae2b,-98.8375,-6.93649,2022-12-05T00:33:23.000+07:00,11001,Activation/Reactivation,mobile,6.88736,Indonesia,51,1,1,1,1
